image,label
basenji-n02110806_2365.jpg,3
beagle-jpg_21.jpg,4
Saluki-n02091831_5654.jpg,16
beagle-n02088364_16508.jpg,4
beagle-n02088364_5282.jpg,4
Great_Pyrenees-jpg_16.jpg,8
Maltese_dog-n02085936_4318.jpg,12
Afghan_hound-n02088094_8682.jpg,0
beagle-jpg_25.jpg,4
Bernese_mountain_dog-n02107683_265.jpg,5
Australian_terrier-n02096294_3967.jpg,2
cairn-n02096177_3434.jpg,6
Saluki-n02091831_9731.jpg,16
Lakeland_terrier-n02095570_2569.jpg,10
Afghan_hound-n02088094_13879.jpg,0
basenji-n02110806_4156.jpg,3
basenji-jpg_3.jpg,3
Bernese_mountain_dog-jpg_34.jpg,5
Pomeranian-n02112018_276.jpg,14
Maltese_dog-n02085936_3863.jpg,12
Airedale-n02096051_9038.jpg,1
EntleBucher-n02108000_1600.jpg,7
Maltese_dog-jpg_22.jpg,12
Afghan_hound-jpg_53.jpg,0
papillon-jpg_38.jpg,19
Afghan_hound-n02088094_5927.jpg,0
beagle-jpg_20.jpg,4
Bernese_mountain_dog-jpg_0.jpg,5
Saluki-n02091831_10215.jpg,16
beagle-n02088364_427.jpg,4
papillon-jpg_80.jpg,19
Irish_wolfhound-n02090721_4362.jpg,9
Scottish_deerhound-jpg_7.jpg,18
Norwegian_elkhound-n02091467_5786.jpg,13
EntleBucher-n02108000_1172.jpg,7
Saluki-n02091831_956.jpg,16
Pomeranian-n02112018_1146.jpg,14
Afghan_hound-jpg_93.jpg,0
Pomeranian-n02112018_5812.jpg,14
Maltese_dog-n02085936_20102.jpg,12
Bernese_mountain_dog-n02107683_6752.jpg,5
EntleBucher-jpg_18.jpg,7
Australian_terrier-n02096294_8778.jpg,2
Saluki-n02091831_3108.jpg,16
Saluki-n02091831_3643.jpg,16
basenji-n02110806_884.jpg,3
Pomeranian-n02112018_12137.jpg,14
Bernese_mountain_dog-n02107683_5228.jpg,5
basenji-n02110806_4327.jpg,3
Maltese_dog-n02085936_5012.jpg,12
Saluki-n02091831_12881.jpg,16
basenji-n02110806_759.jpg,3
Leonberg-n02111129_5163.jpg,11
Afghan_hound-n02088094_6690.jpg,0
Maltese_dog-n02085936_16014.jpg,12
Leonberg-n02111129_1661.jpg,11
Pomeranian-n02112018_9376.jpg,14
beagle-jpg_68.jpg,4
Norwegian_elkhound-jpg_23.jpg,13
Norwegian_elkhound-n02091467_4381.jpg,13
papillon-n02086910_3633.jpg,19
basenji-jpg_64.jpg,3
pug-n02110958_15015.jpg,15
Leonberg-n02111129_754.jpg,11
Great_Pyrenees-jpg_25.jpg,8
pug-n02110958_7027.jpg,15
Lakeland_terrier-n02095570_2494.jpg,10
Pomeranian-n02112018_6676.jpg,14
beagle-n02088364_16695.jpg,4
Lakeland_terrier-n02095570_324.jpg,10
cairn-n02096177_9208.jpg,6
Irish_wolfhound-n02090721_2552.jpg,9
Australian_terrier-n02096294_38.jpg,2
Norwegian_elkhound-jpg_47.jpg,13
Irish_wolfhound-n02090721_1003.jpg,9
Leonberg-n02111129_3180.jpg,11
Great_Pyrenees-n02111500_4758.jpg,8
Irish_wolfhound-jpg_49.jpg,9
pug-n02110958_4993.jpg,15
Irish_wolfhound-n02090721_175.jpg,9
Saluki-jpg_99.jpg,16
papillon-n02086910_984.jpg,19
papillon-n02086910_865.jpg,19
Australian_terrier-n02096294_1564.jpg,2
cairn-jpg_42.jpg,6
Scottish_deerhound-n02092002_6702.jpg,18
pug-n02110958_13597.jpg,15
cairn-n02096177_9365.jpg,6
Leonberg-n02111129_1482.jpg,11
Afghan_hound-n02088094_3252.jpg,0
cairn-n02096177_1732.jpg,6
cairn-jpg_52.jpg,6
Australian_terrier-n02096294_1449.jpg,2
Lakeland_terrier-n02095570_2087.jpg,10
pug-n02110958_15217.jpg,15
Norwegian_elkhound-n02091467_4268.jpg,13
Pomeranian-jpg_36.jpg,14
EntleBucher-n02108000_824.jpg,7
papillon-n02086910_2724.jpg,19
EntleBucher-n02108000_253.jpg,7
Saluki-n02091831_2338.jpg,16
Scottish_deerhound-jpg_76.jpg,18
Norwegian_elkhound-n02091467_898.jpg,13
Samoyed-n02111889_6566.jpg,17
Maltese_dog-n02085936_1515.jpg,12
Norwegian_elkhound-n02091467_5349.jpg,13
Bernese_mountain_dog-jpg_40.jpg,5
cairn-jpg_9.jpg,6
Samoyed-n02111889_464.jpg,17
papillon-n02086910_9317.jpg,19
Irish_wolfhound-jpg_84.jpg,9
Irish_wolfhound-jpg_34.jpg,9
Maltese_dog-n02085936_2154.jpg,12
Maltese_dog-n02085936_6348.jpg,12
beagle-jpg_89.jpg,4
Australian_terrier-n02096294_7175.jpg,2
Saluki-n02091831_7287.jpg,16
cairn-n02096177_1503.jpg,6
Australian_terrier-jpg_30.jpg,2
Great_Pyrenees-n02111500_4731.jpg,8
Saluki-n02091831_2962.jpg,16
Lakeland_terrier-n02095570_539.jpg,10
EntleBucher-n02108000_1547.jpg,7
Irish_wolfhound-n02090721_825.jpg,9
Scottish_deerhound-n02092002_9862.jpg,18
Maltese_dog-n02085936_7272.jpg,12
basenji-jpg_9.jpg,3
basenji-jpg_1.jpg,3
basenji-jpg_19.jpg,3
Great_Pyrenees-n02111500_7006.jpg,8
cairn-n02096177_8324.jpg,6
Pomeranian-n02112018_5807.jpg,14
Lakeland_terrier-n02095570_457.jpg,10
Australian_terrier-jpg_57.jpg,2
Airedale-jpg_87.jpg,1
Saluki-n02091831_1387.jpg,16
Airedale-jpg_45.jpg,1
Afghan_hound-n02088094_688.jpg,0
Irish_wolfhound-n02090721_1774.jpg,9
Maltese_dog-n02085936_7345.jpg,12
Bernese_mountain_dog-n02107683_4807.jpg,5
Samoyed-jpg_53.jpg,17
papillon-n02086910_7321.jpg,19
cairn-n02096177_1464.jpg,6
Maltese_dog-n02085936_24178.jpg,12
Saluki-n02091831_843.jpg,16
Scottish_deerhound-n02092002_13380.jpg,18
Airedale-jpg_50.jpg,1
Scottish_deerhound-jpg_67.jpg,18
Great_Pyrenees-n02111500_250.jpg,8
Bernese_mountain_dog-n02107683_3297.jpg,5
Samoyed-n02111889_7491.jpg,17
Scottish_deerhound-n02092002_198.jpg,18
Airedale-n02096051_5992.jpg,1
Pomeranian-jpg_20.jpg,14
Irish_wolfhound-jpg_60.jpg,9
beagle-n02088364_12745.jpg,4
cairn-n02096177_10959.jpg,6
Saluki-n02091831_7169.jpg,16
Samoyed-n02111889_5680.jpg,17
Scottish_deerhound-n02092002_15112.jpg,18
Lakeland_terrier-n02095570_3021.jpg,10
Bernese_mountain_dog-n02107683_1417.jpg,5
Saluki-n02091831_3180.jpg,16
Great_Pyrenees-n02111500_4678.jpg,8
Irish_wolfhound-n02090721_1105.jpg,9
Bernese_mountain_dog-n02107683_2059.jpg,5
Bernese_mountain_dog-n02107683_4884.jpg,5
Australian_terrier-jpg_73.jpg,2
pug-n02110958_1108.jpg,15
Australian_terrier-n02096294_6131.jpg,2
beagle-jpg_63.jpg,4
papillon-n02086910_1449.jpg,19
Saluki-n02091831_8404.jpg,16
Airedale-n02096051_6570.jpg,1
Great_Pyrenees-jpg_32.jpg,8
Maltese_dog-n02085936_7172.jpg,12
Irish_wolfhound-n02090721_708.jpg,9
Norwegian_elkhound-jpg_88.jpg,13
Samoyed-n02111889_13737.jpg,17
Bernese_mountain_dog-n02107683_1752.jpg,5
Saluki-jpg_24.jpg,16
Leonberg-n02111129_4305.jpg,11
Great_Pyrenees-jpg_94.jpg,8
Great_Pyrenees-n02111500_5962.jpg,8
Bernese_mountain_dog-n02107683_5112.jpg,5
papillon-n02086910_8606.jpg,19
Great_Pyrenees-jpg_48.jpg,8
Maltese_dog-n02085936_7465.jpg,12
Airedale-jpg_56.jpg,1
Bernese_mountain_dog-n02107683_257.jpg,5
Scottish_deerhound-jpg_14.jpg,18
Scottish_deerhound-n02092002_5916.jpg,18
beagle-jpg_56.jpg,4
Lakeland_terrier-n02095570_2139.jpg,10
Irish_wolfhound-n02090721_348.jpg,9
Maltese_dog-jpg_52.jpg,12
Maltese_dog-n02085936_2458.jpg,12
Saluki-n02091831_8401.jpg,16
Maltese_dog-n02085936_352.jpg,12
Pomeranian-n02112018_2896.jpg,14
cairn-n02096177_99.jpg,6
EntleBucher-n02108000_3491.jpg,7
Leonberg-n02111129_38.jpg,11
Afghan_hound-n02088094_1829.jpg,0
Norwegian_elkhound-jpg_40.jpg,13
Maltese_dog-n02085936_13013.jpg,12
Saluki-n02091831_3222.jpg,16
pug-n02110958_8979.jpg,15
Afghan_hound-n02088094_4219.jpg,0
Bernese_mountain_dog-jpg_85.jpg,5
Leonberg-n02111129_3541.jpg,11
Airedale-n02096051_2204.jpg,1
Australian_terrier-n02096294_6995.jpg,2
Scottish_deerhound-jpg_75.jpg,18
Norwegian_elkhound-n02091467_3126.jpg,13
Scottish_deerhound-jpg_64.jpg,18
Maltese_dog-jpg_68.jpg,12
Norwegian_elkhound-n02091467_7315.jpg,13
papillon-jpg_62.jpg,19
cairn-jpg_36.jpg,6
Norwegian_elkhound-n02091467_708.jpg,13
papillon-jpg_9.jpg,19
Airedale-n02096051_9631.jpg,1
Pomeranian-n02112018_11105.jpg,14
Irish_wolfhound-n02090721_4849.jpg,9
Airedale-n02096051_2432.jpg,1
Australian_terrier-jpg_91.jpg,2
Airedale-n02096051_3863.jpg,1
beagle-n02088364_17258.jpg,4
cairn-n02096177_6769.jpg,6
Irish_wolfhound-n02090721_220.jpg,9
Bernese_mountain_dog-n02107683_5823.jpg,5
pug-jpg_51.jpg,15
Scottish_deerhound-jpg_27.jpg,18
papillon-n02086910_5399.jpg,19
Airedale-n02096051_1941.jpg,1
EntleBucher-n02108000_324.jpg,7
Norwegian_elkhound-n02091467_2646.jpg,13
Bernese_mountain_dog-n02107683_3760.jpg,5
Norwegian_elkhound-jpg_79.jpg,13
Airedale-n02096051_2473.jpg,1
Australian_terrier-n02096294_1409.jpg,2
Bernese_mountain_dog-n02107683_4941.jpg,5
cairn-n02096177_6751.jpg,6
Scottish_deerhound-n02092002_6114.jpg,18
Bernese_mountain_dog-n02107683_2312.jpg,5
Afghan_hound-n02088094_4501.jpg,0
basenji-jpg_38.jpg,3
Irish_wolfhound-n02090721_5197.jpg,9
basenji-n02110806_839.jpg,3
Saluki-jpg_91.jpg,16
Maltese_dog-n02085936_14432.jpg,12
Australian_terrier-n02096294_5504.jpg,2
Irish_wolfhound-n02090721_1981.jpg,9
Scottish_deerhound-n02092002_11087.jpg,18
papillon-n02086910_7752.jpg,19
basenji-n02110806_4055.jpg,3
Irish_wolfhound-n02090721_296.jpg,9
cairn-n02096177_5255.jpg,6
Saluki-n02091831_4644.jpg,16
EntleBucher-n02108000_569.jpg,7
Pomeranian-n02112018_2782.jpg,14
Afghan_hound-jpg_51.jpg,0
Samoyed-n02111889_1374.jpg,17
Pomeranian-n02112018_7157.jpg,14
Samoyed-n02111889_3048.jpg,17
EntleBucher-jpg_2.jpg,7
Leonberg-n02111129_2047.jpg,11
Saluki-n02091831_9856.jpg,16
Samoyed-jpg_37.jpg,17
beagle-n02088364_12334.jpg,4
cairn-n02096177_2095.jpg,6
Maltese_dog-n02085936_6405.jpg,12
Lakeland_terrier-n02095570_2230.jpg,10
Leonberg-n02111129_1184.jpg,11
Norwegian_elkhound-n02091467_1643.jpg,13
Maltese_dog-n02085936_7537.jpg,12
EntleBucher-n02108000_1885.jpg,7
Afghan_hound-jpg_68.jpg,0
Irish_wolfhound-n02090721_1475.jpg,9
Saluki-jpg_92.jpg,16
Samoyed-n02111889_12045.jpg,17
Samoyed-n02111889_1438.jpg,17
Scottish_deerhound-jpg_4.jpg,18
papillon-n02086910_5530.jpg,19
Afghan_hound-jpg_55.jpg,0
pug-jpg_19.jpg,15
Norwegian_elkhound-n02091467_6295.jpg,13
cairn-n02096177_11012.jpg,6
basenji-n02110806_5861.jpg,3
papillon-n02086910_2900.jpg,19
Australian_terrier-n02096294_7474.jpg,2
Afghan_hound-n02088094_5355.jpg,0
Great_Pyrenees-n02111500_5500.jpg,8
basenji-n02110806_479.jpg,3
Scottish_deerhound-n02092002_5222.jpg,18
Australian_terrier-n02096294_2750.jpg,2
Great_Pyrenees-jpg_61.jpg,8
Great_Pyrenees-n02111500_5059.jpg,8
basenji-n02110806_3135.jpg,3
basenji-n02110806_5971.jpg,3
cairn-n02096177_7617.jpg,6
pug-n02110958_13042.jpg,15
Maltese_dog-n02085936_3239.jpg,12
Saluki-n02091831_2344.jpg,16
Great_Pyrenees-jpg_44.jpg,8
papillon-n02086910_8590.jpg,19
Pomeranian-n02112018_13636.jpg,14
Australian_terrier-jpg_22.jpg,2
Norwegian_elkhound-jpg_99.jpg,13
Saluki-jpg_46.jpg,16
Afghan_hound-n02088094_3613.jpg,0
Norwegian_elkhound-n02091467_6770.jpg,13
Scottish_deerhound-n02092002_7751.jpg,18
Samoyed-n02111889_7002.jpg,17
Leonberg-n02111129_3892.jpg,11
Leonberg-n02111129_17.jpg,11
Pomeranian-n02112018_2699.jpg,14
Bernese_mountain_dog-n02107683_3988.jpg,5
Great_Pyrenees-n02111500_1048.jpg,8
basenji-n02110806_3978.jpg,3
Airedale-n02096051_3194.jpg,1
Scottish_deerhound-jpg_48.jpg,18
Australian_terrier-jpg_68.jpg,2
Bernese_mountain_dog-jpg_87.jpg,5
Leonberg-n02111129_237.jpg,11
Airedale-n02096051_8132.jpg,1
Saluki-jpg_7.jpg,16
EntleBucher-jpg_8.jpg,7
papillon-n02086910_5396.jpg,19
cairn-jpg_98.jpg,6
Pomeranian-n02112018_1486.jpg,14
pug-jpg_53.jpg,15
pug-n02110958_11632.jpg,15
Norwegian_elkhound-n02091467_340.jpg,13
Australian_terrier-n02096294_5670.jpg,2
Airedale-jpg_19.jpg,1
Irish_wolfhound-n02090721_3527.jpg,9
Norwegian_elkhound-n02091467_5003.jpg,13
EntleBucher-n02108000_1690.jpg,7
Afghan_hound-n02088094_342.jpg,0
Bernese_mountain_dog-jpg_66.jpg,5
Irish_wolfhound-n02090721_954.jpg,9
Norwegian_elkhound-jpg_89.jpg,13
Bernese_mountain_dog-jpg_78.jpg,5
Pomeranian-n02112018_2277.jpg,14
Australian_terrier-n02096294_4525.jpg,2
Scottish_deerhound-n02092002_1086.jpg,18
papillon-n02086910_7999.jpg,19
pug-n02110958_15351.jpg,15
Scottish_deerhound-n02092002_3861.jpg,18
cairn-n02096177_9727.jpg,6
Irish_wolfhound-n02090721_1644.jpg,9
Australian_terrier-n02096294_1168.jpg,2
Samoyed-n02111889_4484.jpg,17
Airedale-jpg_82.jpg,1
EntleBucher-jpg_10.jpg,7
Lakeland_terrier-n02095570_126.jpg,10
cairn-n02096177_10333.jpg,6
pug-n02110958_10378.jpg,15
Scottish_deerhound-n02092002_4338.jpg,18
Norwegian_elkhound-jpg_32.jpg,13
Great_Pyrenees-n02111500_9420.jpg,8
Bernese_mountain_dog-n02107683_1375.jpg,5
basenji-n02110806_1639.jpg,3
papillon-n02086910_5598.jpg,19
Saluki-jpg_41.jpg,16
Scottish_deerhound-n02092002_11105.jpg,18
Leonberg-n02111129_372.jpg,11
cairn-jpg_33.jpg,6
EntleBucher-n02108000_1324.jpg,7
Norwegian_elkhound-jpg_64.jpg,13
Australian_terrier-n02096294_6592.jpg,2
papillon-n02086910_3117.jpg,19
Bernese_mountain_dog-n02107683_4695.jpg,5
Maltese_dog-n02085936_7865.jpg,12
Leonberg-n02111129_2168.jpg,11
Great_Pyrenees-n02111500_9250.jpg,8
Leonberg-n02111129_2881.jpg,11
Scottish_deerhound-jpg_68.jpg,18
Afghan_hound-n02088094_1270.jpg,0
beagle-n02088364_16502.jpg,4
Great_Pyrenees-jpg_10.jpg,8
Samoyed-n02111889_2835.jpg,17
Great_Pyrenees-n02111500_7080.jpg,8
Bernese_mountain_dog-jpg_64.jpg,5
EntleBucher-n02108000_2064.jpg,7
pug-n02110958_12447.jpg,15
Afghan_hound-n02088094_1924.jpg,0
Bernese_mountain_dog-n02107683_1460.jpg,5
Leonberg-n02111129_976.jpg,11
Samoyed-jpg_13.jpg,17
cairn-n02096177_223.jpg,6
Great_Pyrenees-n02111500_1576.jpg,8
Scottish_deerhound-jpg_21.jpg,18
Australian_terrier-n02096294_3494.jpg,2
Afghan_hound-n02088094_11584.jpg,0
cairn-n02096177_5225.jpg,6
Great_Pyrenees-n02111500_8610.jpg,8
Airedale-n02096051_3750.jpg,1
Pomeranian-jpg_63.jpg,14
Scottish_deerhound-jpg_44.jpg,18
Samoyed-jpg_46.jpg,17
Bernese_mountain_dog-n02107683_697.jpg,5
EntleBucher-n02108000_2357.jpg,7
Saluki-jpg_72.jpg,16
basenji-n02110806_3123.jpg,3
Australian_terrier-jpg_51.jpg,2
Lakeland_terrier-n02095570_3699.jpg,10
cairn-n02096177_1913.jpg,6
basenji-n02110806_4322.jpg,3
Leonberg-n02111129_650.jpg,11
cairn-n02096177_5206.jpg,6
Pomeranian-n02112018_1954.jpg,14
Samoyed-n02111889_8626.jpg,17
cairn-jpg_20.jpg,6
Samoyed-n02111889_8613.jpg,17
Bernese_mountain_dog-n02107683_2693.jpg,5
Maltese_dog-jpg_50.jpg,12
Saluki-jpg_82.jpg,16
Bernese_mountain_dog-n02107683_6325.jpg,5
cairn-n02096177_622.jpg,6
Great_Pyrenees-jpg_57.jpg,8
cairn-n02096177_1710.jpg,6
basenji-n02110806_4463.jpg,3
Norwegian_elkhound-n02091467_3380.jpg,13
Scottish_deerhound-n02092002_6625.jpg,18
Norwegian_elkhound-jpg_0.jpg,13
Norwegian_elkhound-n02091467_3880.jpg,13
pug-n02110958_13930.jpg,15
pug-n02110958_12589.jpg,15
Leonberg-n02111129_5237.jpg,11
basenji-n02110806_4289.jpg,3
Scottish_deerhound-n02092002_4258.jpg,18
Lakeland_terrier-n02095570_563.jpg,10
Afghan_hound-n02088094_13502.jpg,0
Pomeranian-n02112018_14482.jpg,14
Airedale-n02096051_7132.jpg,1
Lakeland_terrier-n02095570_1208.jpg,10
Great_Pyrenees-n02111500_9306.jpg,8
papillon-jpg_67.jpg,19
basenji-jpg_41.jpg,3
Leonberg-n02111129_974.jpg,11
Great_Pyrenees-n02111500_1743.jpg,8
Airedale-n02096051_8892.jpg,1
Norwegian_elkhound-n02091467_5019.jpg,13
Afghan_hound-n02088094_8063.jpg,0
Lakeland_terrier-n02095570_1057.jpg,10
Pomeranian-n02112018_7341.jpg,14
Maltese_dog-n02085936_3947.jpg,12
beagle-n02088364_12102.jpg,4
pug-jpg_24.jpg,15
EntleBucher-jpg_21.jpg,7
Airedale-n02096051_6873.jpg,1
Leonberg-n02111129_3359.jpg,11
pug-n02110958_4043.jpg,15
Australian_terrier-n02096294_5734.jpg,2
Saluki-jpg_0.jpg,16
Bernese_mountain_dog-n02107683_3351.jpg,5
Saluki-jpg_48.jpg,16
Norwegian_elkhound-n02091467_3160.jpg,13
pug-n02110958_16426.jpg,15
Afghan_hound-n02088094_2822.jpg,0
basenji-n02110806_1033.jpg,3
Norwegian_elkhound-n02091467_1631.jpg,13
basenji-n02110806_3971.jpg,3
Pomeranian-jpg_15.jpg,14
Scottish_deerhound-jpg_25.jpg,18
Australian_terrier-jpg_0.jpg,2
Afghan_hound-n02088094_3500.jpg,0
cairn-n02096177_2006.jpg,6
Australian_terrier-n02096294_3174.jpg,2
Norwegian_elkhound-n02091467_3469.jpg,13
Maltese_dog-n02085936_1244.jpg,12
Scottish_deerhound-n02092002_5664.jpg,18
Lakeland_terrier-jpg_55.jpg,10
Samoyed-n02111889_13603.jpg,17
Leonberg-n02111129_2476.jpg,11
Lakeland_terrier-n02095570_889.jpg,10
Irish_wolfhound-n02090721_2731.jpg,9
Scottish_deerhound-n02092002_7206.jpg,18
Scottish_deerhound-n02092002_4337.jpg,18
Bernese_mountain_dog-n02107683_494.jpg,5
Scottish_deerhound-n02092002_6955.jpg,18
EntleBucher-n02108000_3027.jpg,7
Irish_wolfhound-jpg_92.jpg,9
EntleBucher-jpg_12.jpg,7
Irish_wolfhound-n02090721_2351.jpg,9
beagle-n02088364_10575.jpg,4
Scottish_deerhound-n02092002_5152.jpg,18
cairn-n02096177_11605.jpg,6
Saluki-jpg_52.jpg,16
Airedale-jpg_16.jpg,1
cairn-n02096177_130.jpg,6
EntleBucher-n02108000_3205.jpg,7
pug-n02110958_4189.jpg,15
Samoyed-n02111889_6625.jpg,17
basenji-n02110806_5256.jpg,3
Maltese_dog-n02085936_4396.jpg,12
pug-n02110958_15615.jpg,15
Afghan_hound-n02088094_4420.jpg,0
beagle-n02088364_11509.jpg,4
Airedale-n02096051_5018.jpg,1
Irish_wolfhound-jpg_40.jpg,9
Australian_terrier-n02096294_7000.jpg,2
Leonberg-jpg_18.jpg,11
Norwegian_elkhound-jpg_10.jpg,13
basenji-n02110806_376.jpg,3
Bernese_mountain_dog-jpg_89.jpg,5
Great_Pyrenees-jpg_4.jpg,8
Scottish_deerhound-n02092002_2558.jpg,18
Maltese_dog-n02085936_1424.jpg,12
EntleBucher-n02108000_2429.jpg,7
basenji-jpg_61.jpg,3
Maltese_dog-jpg_17.jpg,12
Bernese_mountain_dog-n02107683_2007.jpg,5
Norwegian_elkhound-n02091467_4411.jpg,13
Airedale-n02096051_3981.jpg,1
Norwegian_elkhound-jpg_49.jpg,13
Afghan_hound-n02088094_3944.jpg,0
Norwegian_elkhound-n02091467_7432.jpg,13
pug-n02110958_15364.jpg,15
Maltese_dog-n02085936_22127.jpg,12
Airedale-jpg_40.jpg,1
Great_Pyrenees-n02111500_3749.jpg,8
Lakeland_terrier-n02095570_5276.jpg,10
beagle-n02088364_6547.jpg,4
Maltese_dog-n02085936_8756.jpg,12
Australian_terrier-jpg_21.jpg,2
Lakeland_terrier-jpg_12.jpg,10
papillon-n02086910_2335.jpg,19
papillon-jpg_37.jpg,19
Leonberg-n02111129_2062.jpg,11
Irish_wolfhound-n02090721_6219.jpg,9
Maltese_dog-n02085936_2693.jpg,12
EntleBucher-n02108000_1844.jpg,7
Maltese_dog-n02085936_1325.jpg,12
Australian_terrier-n02096294_1386.jpg,2
Afghan_hound-jpg_69.jpg,0
Afghan_hound-jpg_57.jpg,0
Bernese_mountain_dog-n02107683_1244.jpg,5
Pomeranian-n02112018_1325.jpg,14
Great_Pyrenees-n02111500_17.jpg,8
Irish_wolfhound-jpg_51.jpg,9
EntleBucher-n02108000_3171.jpg,7
Afghan_hound-jpg_12.jpg,0
Afghan_hound-n02088094_6241.jpg,0
Lakeland_terrier-n02095570_3745.jpg,10
papillon-n02086910_3455.jpg,19
cairn-n02096177_12103.jpg,6
Great_Pyrenees-n02111500_1777.jpg,8
Irish_wolfhound-n02090721_3866.jpg,9
cairn-jpg_53.jpg,6
Afghan_hound-jpg_39.jpg,0
beagle-n02088364_13944.jpg,4
Maltese_dog-n02085936_8417.jpg,12
Leonberg-n02111129_844.jpg,11
EntleBucher-n02108000_2675.jpg,7
basenji-n02110806_2208.jpg,3
basenji-n02110806_2926.jpg,3
Norwegian_elkhound-n02091467_3205.jpg,13
Afghan_hound-jpg_40.jpg,0
basenji-n02110806_4472.jpg,3
Pomeranian-n02112018_12586.jpg,14
Irish_wolfhound-jpg_70.jpg,9
Australian_terrier-n02096294_6457.jpg,2
Lakeland_terrier-n02095570_918.jpg,10
Saluki-jpg_58.jpg,16
Maltese_dog-n02085936_10625.jpg,12
Great_Pyrenees-n02111500_5897.jpg,8
Great_Pyrenees-n02111500_2018.jpg,8
Lakeland_terrier-jpg_33.jpg,10
Leonberg-n02111129_1788.jpg,11
Maltese_dog-jpg_32.jpg,12
Lakeland_terrier-n02095570_3433.jpg,10
Norwegian_elkhound-jpg_95.jpg,13
pug-n02110958_12819.jpg,15
beagle-jpg_91.jpg,4
Leonberg-n02111129_716.jpg,11
pug-n02110958_16434.jpg,15
beagle-n02088364_13682.jpg,4
beagle-n02088364_15111.jpg,4
Norwegian_elkhound-jpg_1.jpg,13
Lakeland_terrier-jpg_42.jpg,10
Leonberg-n02111129_1014.jpg,11
pug-jpg_39.jpg,15
papillon-jpg_64.jpg,19
cairn-jpg_5.jpg,6
Great_Pyrenees-jpg_37.jpg,8
Saluki-n02091831_1439.jpg,16
Great_Pyrenees-n02111500_8575.jpg,8
Samoyed-jpg_54.jpg,17
beagle-n02088364_639.jpg,4
Maltese_dog-n02085936_19731.jpg,12
Great_Pyrenees-n02111500_205.jpg,8
Maltese_dog-n02085936_5250.jpg,12
beagle-n02088364_4823.jpg,4
Leonberg-n02111129_2072.jpg,11
Maltese_dog-n02085936_851.jpg,12
Scottish_deerhound-n02092002_6698.jpg,18
Bernese_mountain_dog-n02107683_6660.jpg,5
cairn-jpg_46.jpg,6
Bernese_mountain_dog-n02107683_3900.jpg,5
Irish_wolfhound-jpg_46.jpg,9
cairn-n02096177_1420.jpg,6
